"Strike ID","Date","Location","Province","Type of attack","Confirmed/
"YEM236",2016-07-08,"Unknown","Central Yemen","US drone strike","Confirmed",1,1,1,1,1,1,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM236",NA,2016,"Republican","Republican","Democrat","No"
"YEM237",2016-07-10,"Jabul","Mareb","US drone strike","Possible",1,1,1,1,0,0,0,0,0,0,4,4,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM237",NA,2016,"Republican","Republican","Democrat","No"
"YEM238",2016-07-16,"Al Uqlah","Shabwa","US drone strike","Confirmed",1,1,1,1,2,4,0,0,0,0,0,2,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM238",NA,2016,"Republican","Republican","Democrat","No"
"YEM239",2016-08-04,"Azzan","Shabwa","US drone strike","Confirmed",1,1,1,1,2,4,0,0,0,0,2,4,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM239",NA,2016,"Republican","Republican","Democrat","No"
"YEM240",2016-08-24,"Unknown","Shabwa","US drone strike","Confirmed",1,1,1,1,4,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM240",NA,2016,"Republican","Republican","Democrat","No"
"YEM241",2016-08-30,"Unknown","Shabwa","US air or drone strike","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM241",NA,2016,"Republican","Republican","Democrat","No"
"YEM242",2016-09-04,"Unknown","Shabwa","US air or drone strike","Confirmed",1,1,1,1,6,9,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM242",NA,2016,"Republican","Republican","Democrat","No"
"YEM243",2016-09-13,"Radaa area","Bayda","US drone strike","Confirmed",1,1,1,1,5,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM243",NA,2016,"Republican","Republican","Democrat","No"
"YEM244",2016-09-20,"Wadi Abida","Marib","US drone or air strike
","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM244",NA,2016,"Republican","Republican","Democrat","No"
"YEM245",2016-09-22,"Sawmaa district","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM245",NA,2016,"Republican","Republican","Democrat","No"
"YEM246",2016-09-23,"Unknown","Mareb","US drone strike","Confirmed",1,1,1,1,3,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM246",NA,2016,"Republican","Republican","Democrat","No"
"YEM247",2016-09-29,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM247",NA,2016,"Republican","Republican","Democrat","No"
"YEM248",2016-10-06,"Unknown","Shabwah","US air or drone strike","Confirmed",1,0,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM248",NA,2016,"Republican","Republican","Democrat","No"
"YEM249",2016-10-12,"North of the Bab el-Mandeb strait","-","US cruise missle strike","Confirmed",0,0,3,3,0,0,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM249",NA,2016,"Republican","Republican","Democrat","No"
"YEM250",2016-10-18,"Unknown","Shabwah","US air or drone strike","Confirmed",1,1,1,1,3,8,0,0,0,0,2,2,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM250",NA,2016,"Republican","Republican","Democrat","No"
"YEM251",2016-10-21,"Unknown","Marib","US air or drone strike","Confirmed",1,0,1,1,5,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM251",NA,2016,"Republican","Republican","Democrat","No"
"YEM252",2016-11-21,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,1,1,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM252",NA,2016,"Republican","Republican","Democrat","No"
"YEM253",2016-11-24,"Sawmaah","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM253",NA,2016,"Republican","Republican","Democrat","No"
"YEM254",2016-11-30,"Unknown","Hadramout","US air or drone strike","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM254",NA,2016,"Republican","Republican","Democrat","No"
"YEM255",2016-12-13,"Unknown","Marib/Al Jawf","US air or drone strike","Confirmed",1,1,1,1,4,4,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM255",NA,2016,"Republican","Republican","Democrat","No"
"YEM256",2016-12-29,"Sawmaah","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM256",NA,2016,"Republican","Republican","Democrat","No"
"YEM257",2017-01-08,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,1,1,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM257","https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#",2017,"Republican","Republican","Republican","Republican"
"YEM258",2017-01-20,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,1,1,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM258",NA,2017,"Republican","Republican","Republican","Republican"
"YEM259",2017-01-21,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,2,3,6,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM259",NA,2017,"Republican","Republican","Republican","Republican"
"YEM260",2017-01-22,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,2,1,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM260",NA,2017,"Republican","Republican","Republican","Republican"
"YEM261",2017-01-28,"Yakla","Bayda","US air and ground operation
Special forces air assault and air support, possibly drone","Confirmed",0,0,1,1,39,39,25,25,10,10,7,7,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM261",NA,2017,"Republican","Republican","Republican","Republican"
"YEM262",2017-01-30,"Baihan","Shabwa","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM262",NA,2017,"Republican","Republican","Republican","Republican"
"YEM263",2017-03-02,"Unknown","Across central Yemen","US air or drone strikes","Confirmed",1,0,25,25,2,12,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM263",NA,2017,"Republican","Republican","Republican","Republican"
"YEM264",2017-03-03,"Unknown","Yemen","US air or drone strikes","Confirmed",1,0,5,10,1,8,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM264",NA,2017,"Republican","Republican","Republican","Republican"
"YEM265",2017-03-04,"Ahwar","Abyan","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM265",NA,2017,"Republican","Republican","Republican","Republican"
"YEM266",2017-03-06,"Unknown","Multiple provinces","US air or drone strikes","Confirmed",1,0,9,4,7,11,0,2,0,2,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM266",NA,2017,"Republican","Republican","Republican","Republican"
"YEM267",2017-03-31,"Unknown","Unknown","US air or drone strikes","Confirmed",1,0,10,10,0,0,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM267",NA,2017,"Republican","Republican","Republican","Republican"
"YEM268",2017-04-02,"Unknown","Shabwah","US air or drone strikes","Confirmed",1,0,20,20,0,0,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM268",NA,2017,"Republican","Republican","Republican","Republican"
"YEM269",2017-04-18,"Unknown","Marib","US air or drone strike","Confirmed",1,1,1,1,3,4,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM269",NA,2017,"Republican","Republican","Republican","Republican"
"YEM270",2017-04-23,"al Said","Shabwah","US air or drone strike","Confirmed",1,1,1,1,3,8,3,8,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM270",NA,2017,"Republican","Republican","Republican","Republican"
"YEM271",2017-04-24,"Unknown","Unknown","US air or drone strike","Confirmed",1,0,8,8,0,0,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM271",NA,2017,"Republican","Republican","Republican","Republican"
"YEM272",2017-04-29,"Unknown","Marib","US air or drone strike","Confirmed",1,1,1,1,4,5,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM272",NA,2017,"Republican","Republican","Republican","Republican"
"YEM273",2017-04-29,"Unknown","Shabwah","US air or drone strike","Confirmed",1,0,1,1,3,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM273",NA,2017,"Republican","Republican","Republican","Republican"
"YEM274",2017-05-23,"Al Sirim area","Marib","US air and ground operation
Special forces raid with air strikes, possibly drone","Confirmed",0,0,1,1,7,12,5,5,0,1,5,6,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM274",NA,2017,"Republican","Republican","Republican","Republican"
"YEM275",2017-06-16,"Al Naqba","Shabwah","US air or drone strike","Confirmed",1,1,1,1,2,3,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM275",NA,2017,"Republican","Republican","Republican","Republican"
"YEM276",2017-07-01,"Al Wadei","Abyan","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,"https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM276",NA,2017,"Republican","Republican","Republican","Republican"
"YEM277",2017-08-13,"Marakishah","Abyan","US air or drone strike","Confirmed",1,1,1,1,0,3,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM278",2017-09-09,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,3,3,2,7,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM279",2017-09-16,"Unknown","Unknown","US air or drone strike","Confirmed",1,0,8,6,0,0,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM280",2017-10-04,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,1,2,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM281",2017-10-08,"Raghwan","Marib","US air or drone strike","Confirmed",1,1,1,1,5,5,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM282",2017-10-16,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,2,2,50,50,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM283",2017-10-19,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,5,5,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM284",2017-10-19,"Unknown","Unknown","US air or drone strike","Confirmed",1,0,7,7,0,0,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM285",2017-10-25,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,2,2,9,13,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM286",2017-11-02,"Al Wadi","Marib","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM287",2017-11-10,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM288",2017-11-11,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM289",2017-11-12,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,2,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM290",2017-11-19,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,1,1,2,2,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM291",2017-11-20,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,2,2,5,5,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM292",2017-11-23,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,1,1,2,2,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM293",2017-11-25,"Unknown","Shabwah","US air or drone strike","Confirmed",1,1,1,1,5,7,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM294",2017-11-26,"Qaifa","Bayda","US air or drone strike","Confirmed",1,1,1,1,3,3,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM295",2017-12-15,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,1,1,1,1,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM296",2017-12-19,"Unknown","Marib","US air or drone strike","Confirmed",1,0,1,1,1,1,0,0,0,0,0,0,NA,NA,2017,"Republican","Republican","Republican","Republican"
"YEM297",2018-01-01,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,0,2,0,2,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM298",2018-01-26,"Said","Shabwah","US air or drone strike","Confirmed",1,1,1,1,7,7,7,7,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM299",2018-01-29,"Unknown","Unknown","US air or drone strike","Confirmed",1,0,8,8,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM300",2018-02-11,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,6,6,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM301",2018-02-16,"Unknown","Bayda","US air or drone strike","Confirmed",1,1,1,1,2,3,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM302",2018-02-28,"Unknown","Unknown","US air or drone strike","Confirmed",1,0,4,4,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM303",2018-03-05,"Unknown","Hadramout","US air or drone strike","Confirmed",1,1,1,1,1,4,0,1,0,1,0,1,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM304",2018-03-07,"Al Hudhi","Hadramout","US air or drone strike","Confirmed",1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM305",2018-03-08,"Unknown","Hadramout","US air or drone strike","Confirmed",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM306",2018-03-09,"Al Abr","Hadramout","US air or drone strike","Possible",1,1,1,1,6,6,0,6,0,1,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM307",2018-03-22,"Wadi Abida","Marib","US air or drone strike","Possible",1,1,1,1,5,7,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM308",2018-03-26,"Unknown","Hadramout","US air or drone strike","Confirmed",1,0,3,3,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM309",2018-03-29,"Sawmaah","Bayda","US air or drone strike","Confirmed",1,1,1,1,3,4,0,3,0,0,0,2,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM310",2018-04-11,"Unknown","Hadramout","US air or drone strike","Confirmed",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM311",2018-04-23,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM312",2018-04-30,"Unknown","Unknown","US air or drone strike","Confirmed",1,0,2,2,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM313",2018-05-14,"Unknown","Shabwah","US air or drone strike","Confirmed",1,1,1,1,2,3,0,1,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM314",2018-06-23,"Unknown","Unknown","US air or drone strike","Confirmed",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM315",2018-06-30,"Unknown","Unknown","US air or drone strike","Confirmed",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM316",2018-07-22,"Unknown","Hadramout","US air or drone strike","Confirmed",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM317",2018-07-24,"Unknown","Hadramout","US air or drone strike","Confirmed",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM318",2018-08-14,"Unknown","Unknown","US air or drone strike","Confirmed",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM319",2018-09-09,"Ahwar","Abyan","US air or drone strike","Confirmed",1,0,1,1,4,4,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM320",2018-09-18,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM321",2018-11-25,"al Qrishia","Bayda","US air or drone strike","Confirmed",1,1,1,1,5,8,0,0,0,0,0,0,NA,NA,2018,"Republican","Republican","Republican","Republican"
"YEM322",2019-01-01,"Unknown","Marib","US air or drone strike","Confirmed",1,0,1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"YEM323",2019-03-31,"Unknown","Bayda","US air or drone strike","Confirmed",1,0,6,6,0,0,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"YEM324",2019-06-24,"Dhi Naim","Badya","US air or drone strike","Confirmed",1,0,1,1,0,5,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
